package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
,1,571.0,,15.0,108.0,01-01-2013 09:45,0,0,01-01-2013 09:21,12.95185,77.69642,,,0
,1,1383.0,,,32.0,01-12-2013 08:00,1,0,01-01-2013 12:17,12.930451,77.685822,,,0
,1,515.0,,15.0,32.0,01-05-2013 08:30,0,0,01-01-2013 14:40,12.97896,77.67345,,,0
,1,136.0,,1.0,152.0,01-04-2013 09:30,1,0,01-03-2013 12:19,12.90796,77.62418,,,0
,1,1118.0,,,32.0,01-06-2013 07:30,1,0,01-04-2013 09:32,12.93022,77.56039,,,0
,1,293.0,,15.0,32.0,01-05-2013 08:00,0,0,01-04-2013 12:43,12.849482,77.663187,,,0
,1,912.0,,1.0,32.0,01-05-2013 06:00,1,0,01-04-2013 12:51,12.92645,77.61206,,,0
,1,410.0,,15.0,29.0,01-09-2013 06:00,0,0,01-04-2013 14:40,13.05121,77.54113,,,0
,1,393.0,,15.0,32.0,01-05-2013 22:45,0,0,01-05-2013 15:29,13.19956,77.70688,,,0
,1,396.0,,15.0,32.0,01-06-2013 06:45,0,0,01-05-2013 16:24,12.92073,77.66482,,,0
,1,344.0,,15.0,160.0,01-06-2013 08:00,0,0,01-05-2013 23:51,12.94788,77.67092,,,0
,1,1095.0,,1.0,32.0,1/19/2013 7:00,1,0,01-06-2013 14:57,12.92415,77.67229,,,0
,1,393.0,,15.0,29.0,01-10-2013 07:30,0,0,01-07-2013 12:25,13.19956,77.70688,,,0
,1,871.0,,15.0,64.0,01-09-2013 07:45,1,0,01-08-2013 23:46,12.98712,77.56624,,,0
,1,168.0,,,32.0,1/13/2013 6:00,1,0,01-09-2013 19:06,12.99313,77.59828,,,0
,1,61.0,,,61.0,01-12-2013 06:00,1,0,01-09-2013 19:15,12.96298,77.71229,,,0
,1,393.0,,15.0,146.0,01-11-2013 16:00,0,0,01-10-2013 08:41,13.19956,77.70688,,,0
,1,572.0,,,13.0,02-08-2013 01:00,1,0,01-10-2013 12:46,12.91873,77.61494,,,0
,1,1136.0,,1.0,179.0,01-12-2013 02:00,1,0,01-10-2013 15:59,12.99049,77.69798,,,0
,1,1323.0,,15.0,131.0,01-12-2013 06:00,0,0,01-10-2013 22:24,12.869805,77.653211,,,0
,1,1063.0,,15.0,146.0,01-12-2013 12:00,0,0,01-11-2013 13:37,12.934477,77.611284,,,0
,1,393.0,,1.0,55.0,1/18/2013 9:00,1,0,01-11-2013 19:22,13.19956,77.70688,,,0
,1,1032.0,,,31.0,01-12-2013 01:00,1,0,01-11-2013 19:31,12.913301,77.685592,,,0
,1,1058.0,,15.0,29.0,01-12-2013 12:00,0,0,01-12-2013 00:36,12.914535,77.631658,,,0
,1,466.0,,15.0,29.0,01-12-2013 14:30,0,0,01-12-2013 09:36,13.017436,77.64458,,,0
,1,393.0,,15.0,55.0,1/14/2013 10:00,0,0,01-12-2013 10:51,13.19956,77.70688,,,0
,1,1391.0,,15.0,24.0,1/13/2013 8:00,0,0,01-12-2013 15:41,12.970926,77.647321,,,0
,1,344.0,,15.0,108.0,1/14/2013 7:30,0,0,01-12-2013 18:46,12.94788,77.67092,,,0
,1,1010.0,,15.0,32.0,1/13/2013 8:00,0,0,01-12-2013 18:51,12.96691,77.74935,,,0
,1,1086.0,,15.0,32.0,1/13/2013 5:00,0,0,01-12-2013 19:51,12.907487,77.64729,,,0
,1,1237.0,,15.0,32.0,1/13/2013 6:00,0,0,01-12-2013 22:15,12.92645,77.61206,,,0
,1,689.0,,15.0,32.0,1/13/2013 9:00,0,0,01-12-2013 22:49,12.97672,77.64927,,,0
,1,293.0,,15.0,32.0,1/13/2013 6:00,0,0,01-12-2013 23:38,12.849482,77.663187,,,0
,1,1010.0,,15.0,32.0,1/13/2013 10:00,0,0,1/13/2013 0:02,12.96691,77.74935,,,0
,1,1010.0,,15.0,146.0,1/13/2013 4:00,0,0,1/13/2013 0:33,12.96691,77.74935,,,0
,1,1173.0,,1.0,55.0,1/13/2013 9:00,1,0,1/13/2013 1:33,12.959979,77.647998,,,0
,1,466.0,,15.0,108.0,1/13/2013 6:30,0,0,1/13/2013 4:09,13.017436,77.64458,,,0
,1,1173.0,,15.0,32.0,1/13/2013 11:00,0,0,1/13/2013 9:46,12.959979,77.647998,,,0
,1,776.0,,15.0,189.0,1/14/2013 10:30,0,0,1/13/2013 11:37,13.01508,77.67796,,,0
,1,708.0,,,147.0,1/14/2013 6:30,1,0,1/13/2013 12:19,13.03504,77.62341,,,0
,1,89.0,,15.0,32.0,1/14/2013 5:00,0,0,1/13/2013 12:27,12.96519,77.71932,,,0
,1,776.0,,15.0,187.0,1/14/2013 7:00,0,0,1/13/2013 13:08,13.01508,77.67796,,,0
,1,1338.0,,,147.0,1/14/2013 7:00,1,0,1/13/2013 16:53,13.03017,77.56684,,,0
